"","p_value"
"hmgcs2",0.798927710843373
"hmgn1",1
"hmgn2",0.869894163424124
"hmgn5",1
"hmgxb3",0.799831134564644
"hmgxb4",0.878105302187616
"hmox1",1
"hmox2",1
"hn1",1
"hn1l",1
"hnf1a",0.722281524926686
"hnf1aos1",0.637252263906856
"hnf1b",0.366359116022099
"hnf4a",0.690086092715232
"hnf4aos",1
"hnmt",0.966955401860243
"hnrnpa0",1
"hnrnpa1",1
"hnrnpa2b1",1
"hnrnpa3",0.730062030075188
"hnrnpab",1
"hnrnpc",0.972143671607754
"hnrnpd",0.851600356030263
"hnrnpdl",1
"hnrnpf",0.971701471941122
"hnrnph1",1
"hnrnph2",0.623736625514403
"hnrnph3",0.968400468933177
"hnrnpk",0.758446757405925
"hnrnpl",0.972143671607754
"hnrnpll",0.892673699015471
"hnrnpm",0.105843575418994
"hnrnpr",1
"hnrnpu",0.825020217729394
"hnrnpul1",0.896478507164279
"hnrnpul2",0.857100387763895
"hoga1",1
"homer1",0.996369315935152
"homer2",1
"homez",0.917894400928344
"hook1",1
"hook2",0.834217221135029
"hook3",0.851505617977528
"hopx",1
"hp",0.977939299955693
"hp1bp3",0.955859939759036
"hpcal1",1
"hpd",0
"hpgd",0.861181818181818
"hpn",0.912785305630834
"hprt",0.878105302187616
"hps1",1
"hps3",1
"hps4",0.934351112302332
"hps5",0.977939299955693
"hpx",0.98193247311828
"hras",0.960721849366145
"hrg",0.728692307692308
"hrsp12",1
"hs1bp3",1
"hs2st1",0.968400468933177
"hs3st3b1",0.892673699015471
"hs6st1",0.614609308885755
"hsbp1",1
"hsbp1l1",1
"hscb",0.861181818181818
"hsd11b1",1
"hsd17b10",1
"hsd17b11",0.233901234567901
"hsd17b12",0.271627240143369
"hsd17b13",1
"hsd17b2",1
"hsd17b4",0.390639175257732
"hsd17b6",1
"hsd17b7",0.850251133272892
"hsd3b2",0.968400468933177
"hsd3b3",0.988960953555281
"hsd3b5",0.885327102803738
"hsdl1",0.84403981042654
"hsdl2",1
"hsf1",0.995173895742141
"hsf2",0.979250109505037
"hsf4",0.81100594530321
"hsp90aa1",1
"hsp90ab1",0.898599668325041
"hsp90b1",0.390639175257732
"hspa13",0.972143671607754
"hspa14",0.865250393700787
"hspa1a",0.623736625514403
"hspa1b",0.105843575418994
"hspa4",0.977939299955693
"hspa4l",0.271627240143369
"hspa5",0.105843575418994
"hspa8",0.871573152337858
"hspa9",0.233901234567901
"hspb1",0.966955401860243
"hspb11",0.924451344607707
"hspb6",0.754146222583266
"hspb8",1
"hspbp1",1
"hspd1",0.739436253252385
"hspe1",1
"hsph1",0.971701471941122
"htatip2",1
"htatsf1",0.896006854009596
"htra2",0.971701471941122
"htt",0.84224569789675
"hus1",1
"huwe1",0.752198511166253
"hyal1",1
"hyal2",0.997936012485369
"hykk",0.905831729276622
"hyou1",0.977939299955693
"hypk",1
"iah1",1
"iars",1
"iars2",0
"iba57",1
"ibtk",0.893741241762053
"icam1",1
"ice1",0.896478507164279
"ice2",0.816548827059465
"ick",0.832688395061728
"icmt",1
"ict1",1
"id1",0.853274158285964
"id2",1
"id3",1
"ide",0.825020217729394
"idh1",0.67586421173763
"idh2",0.648342205323194
"idh3a",1
"idh3b",1
"idh3g",1
"idi1",0.87529955290611
"idnk",1
"ido2",1
"ids",0.977939299955693
"ier2",1
"ier3ip1",1
"ier5",0.851600356030263
"iffo2",0.861522340846184
"ifi27",1
"ifi27l2a",1
"ifi27l2b",0.754146222583266
"ifi30",0.648342205323194
"ifi35",0.966955401860243
"ifi44",0.950660922453117
"ifi47",0.938765765765766
"ifih1",1
"ifit1",1
"ifit3",1
"ifitm1",1
"ifitm2",1
"ifitm3",1
"ifnar1",1
"ifnar2",1
"ifngr1",1
"ifngr2",1
"ifrd1",0.893741241762053
"ifrd2",1
"ift140",1
"ift172",1
"ift20",1
"ift22",1
"ift27",1
"ift43",1
"ift46",1
"ift52",1
"ift80",1
"ift88",0.827084263959391
"igbp1",0.711958246346555
"igf1",1
"igf2bp3",0.896478507164279
"igf2r",1
"igfals",0.366359116022099
"igfbp1",1
"igfbp2",1
"igfbp4",0.695641468682505
"ighmbp2",0.968400468933177
"igsf11",0.900440349175558
"igsf5",1
"igsf8",0.997936012485369
"igtp",0.735118165784832
"iigp1",1
"ik",0.844389972144847
"ikbkap",1
"ikbkb",1
"ikbke",1
"ikbkg",1
"ikzf5",0.991896915584416
"il11ra1",1
"il13ra1",0.955859939759036
"il15ra",1
"il17ra",0.105843575418994
"il17rb",1
"il17rc",1
"il18",1
"il18bp",1
"il1r1",1
"il1rap",0.899826400262037
"il4ra",0.816548827059465
"il6ra",1
"il6st",0.799831134564644
"ildr2",1
"ilf2",1
"ilf3",1
"ilk",1
"ilkap",0.948767165720186
"ilvbl",0
"immp1l",1
"immp2l",0.983524460585345
"immt",0.816548827059465
"imp3",1
"imp4",1
"impa1",0.336319526627219
"impa2",1
"impact",0.950660922453117
"impad1",0.93402963362069
"impdh2",0.921353828954723
"inadl",1
"inafm1",1
"inafm2",0
"inca1",0.663567632850242
"inf2",1
"ing1",1
"ing2",0.829064147190453
"ing3",0.233901234567901
"ing4",1
"ing5",0.303621794871795
"inhba",0.9523248295024
"inhbc",0
"inhbe",1
"inip",0.869894163424124
"inmt",1
"ino80",0.758446757405925
"ino80b",0.949237218813906
"ino80c",0.769025830258303
"ino80d",0.853274158285964
"ino80e",1
"inpp1",0.942611617608752
"inpp4a",0.973779981965735
"inpp5a",0.93402963362069
"inpp5b",0.81100594530321
"inpp5e",0.86047068538398
"inpp5f",0.81100594530321
"inpp5k",0.977939299955693
"inppl1",0.927244432224361
"insc",0.769025830258303
"insig1",1
"insig2",0.993121635296499
"insr",1
"ints1",0.233901234567901
"ints10",1
"ints12",1
"ints2",0.997936012485369
"ints3",1
"ints4",1
"ints5",1
"ints6",0.67586421173763
"ints7",0.997936012485369
"ints8",0.779727075812274
"ints9",0.336319526627219
"intu",1
"invs",1
"ip6k1",0.971701471941122
"ip6k2",0.900440349175558
"ipmk",0.695641468682505
"ipo11",1
"ipo13",0.829064147190453
"ipo4",0.413868932038835
"ipo5",0.912785305630834
"ipo7",0.883134741442098
"ipo8",0.996369315935152
"ipo9",1
"ipp",0.961536338999754
"ippk",0.916561651917404
"iqcb1",0.816548827059465
"iqcc",1
"iqgap1",0.883134741442098
"iqgap2",0.829064147190453
"iqsec1",0.93402963362069
"iqsec2",1
"irak1",1
"irak2",0.896478507164279
"irak4",0.903615287428932
"ireb2",0.758446757405925
"irf1",0.918328909405655
"irf2",1
"irf2bp1",0.871414334994251
"irf2bp2",1
"irf2bpl",0.976816857206904
"irf3",1
"irf5",0.754146222583266
"irf6",0.997936012485369
"irf7",1
"irf9",0.861522340846184
"irgm1",1
"irgm2",1
"irgq",0.336319526627219
"irs1",1
"irs2",0.901900289482149
"isca1",0.336319526627219
"isca2",0.966955401860243
"iscu",0.901900289482149
"isg15",1
"isg20l2",0.917894400928344
"isoc1",0.934351112302332
"isoc2a",1
"isoc2b",1
"ist1",0.735118165784832
"isy1",1
"itch",0.690086092715232
"itfg1",0.303621794871795
"itfg2",0.966955401860243
"itga1",0.861181818181818
"itga5",0.390639175257732
"itga6",0.996369315935152
"itga7",0.948767165720186
"itgav",0.769025830258303
"itgb1",1
"itgb1bp1",0.861522340846184
"itgb3bp",1
"itgb5",0.735118165784832
"itih1",0.105843575418994
"itih2",0.690086092715232
"itih3",0.271627240143369
"itih4",0
"itih5",1
"itm2b",0.973779981965735
"itm2c",0.716366169154229
"itpa",1
"itpk1",0.722281524926686
"itpr1",1
"itpr2",0.105843575418994
"itpripl1",1
"itsn1",0.983742274542779
"itsn2",1
"ivd",0.975631661794468
"ivns1abp",0.973779981965735
"iws1",0.896478507164279
"iyd",1
"izumo4",1
"jade1",1
"jade2",0.979250109505037
"jade3",0.827084263959391
"jag1",0.919241748942172
"jagn1",0.950660922453117
"jak1",1
"jak2",1
"jarid2",0.881209302325581
"jkamp",0.923294346978557
"jmjd1c",0.964066371681416
"jmjd4",0.993537716821299
"jmjd6",0.955859939759036
"jmjd7",0.801561538461539
"jmjd8",1
"jmy",0.960721849366145
"josd1",1
"josd2",0.754146222583266
"jpx",0.87529955290611
"jrkl",0.980675946063506
"jtb",1
"jun",0.853274158285964
"junb",0.993121635296499
"jund",1
"jup",1
"kalrn",1
"kank1",1
"kank2",0.945084957131723
"kansl1",1
"kansl1l",1
"kansl2",0.816548827059465
"kansl3",1
"kars",1
"kat2a",0.656544554455446
"kat2b",0.748916736753574
"kat5",0.532191011235955
"kat6a",0.858971770744226
"kat6b",0.816548827059465
"kat7",0.950435956200662
"kat8",0.993551537070524
"katna1",1
"katnal1",1
"katnbl1",0.798927710843373
"kbtbd2",0.871573152337858
"kbtbd3",0.973779981965735
"kbtbd4",0.758446757405925
"kbtbd7",0.949237218813906
"kbtbd8",0.695641468682505
"kcmf1",0.949237218813906
"kcnc3",0.805964241676942
"kcnk5",0.991896915584416
"kcnn1",1
"kcnn2",0.910976262933658
"kcnq1ot1",0.735118165784832
"kctd15",1
"kctd18",0.848974851394604
"kctd2",0.993963155786944
"kctd20",0.968400468933177
"kctd21",0.853274158285964
"kctd3",0.656544554455446
"kctd5",1
"kctd6",1
"kctd7",0.805964241676942
"kctd9",1
"kdelc1",0.900440349175558
"kdelc2",0.861181818181818
"kdelr1",0.917894400928344
"kdelr2",1
"kdf1",0.991896915584416
"kdm1a",1
"kdm1b",0.848974851394604
"kdm2a",0.867585909980431
"kdm2b",1
"kdm3a",1
"kdm3b",0.905831729276622
"kdm4a",1
"kdm4b",0.861522340846184
"kdm4c",0.853274158285964
"kdm5a",1
"kdm5b",0.993551537070524
"kdm5c",1
"kdm5d",0.858992372881356
"kdm6a",0.801883765003159
"kdm6b",0.927244432224361
"kdm7a",1
"kdsr",0.919022388059701
"keap1",1
"keg1",1
"khdrbs1",0.968400468933177
"khdrbs3",0.730062030075188
"khk",1
"khnyn",1
"khsrp",0.993121635296499
"kidins220",1
"kif13a",1
"kif13b",0.920949143017701
"kif16b",1
"kif1b",1
"kif1bp",1
"kif1c",0.741715744680851
"kif21a",1
"kif2a",1
"kif3b",0.86047068538398
"kif5b",0.861522340846184
"kifap3",0.971701471941122
"kifc2",0.942611617608752
"kifc3",0.988960953555281
"kin",1
"kiz",1
"klb",1
"klc1",1
"klc4",0.993551537070524
"klf10",0.84421669793621
"klf11",0.910976262933658
"klf13",1
"klf15",1
"klf3",0.968400468933177
"klf6",0.917894400928344
"klf7",0.900440349175558
"klf9",1
"klhdc10",0.805964241676942
"klhdc2",0.861181818181818
"klhdc3",1
"klhdc4",0.853274158285964
"klhdc7a",0.933704847007853
"klhdc8b",1
"klhl12",1
"klhl13",0.730062030075188
"klhl15",1
"klhl18",0.918328909405655
"klhl2",0.903615287428932
"klhl20",1
"klhl21",0.950660922453117
"klhl22",1
"klhl24",1
"klhl25",0.484759061833689
"klhl42",1
"klhl5",1
"klhl7",0.983524460585345
"klhl9",1
"klk1b4",0.896006854009596
"klkb1",0.669469964664311
"kmo",0.949237218813906
"kmt2a",1
"kmt2b",0.825427985648385
"kmt2c",1
"kmt2d",1
"kmt2e",0.949237218813906
"kng1",0.669469964664311
"kng2",0.980675946063506
"knop1",1
"kpna1",1
"kpna2",0.901900289482149
"kpna3",1
"kpna4",1
"kpna6",0.889766242937853
"kpnb1",1
"kptn",1
"kras",1
"krba1",1
"krcc1",1
"kremen1",0.769025830258303
"kri1",1
"krit1",0.851600356030263
"krr1",0.84224569789675
"krt10",1
"krt18",1
"krt8",0.973779981965735
"krtcap2",1
"kti12",1
"ktn1",1
"kxd1",1
"kynu",0.816168868466399
"l2hgdh",1
"l3hypdh",1
"l3mbtl2",1
"l3mbtl3",0.86047068538398
"lacc1",1
"lace1",1
"lactb",0.931095845777899
"lactb2",1
"lag3",0.968400468933177
"lage3",1
"lama3",0.988960953555281
"lamc1",1
"lamp1",1
"lamp2",0
"lamtor1",1
"lamtor2",1
"lamtor3",0.303621794871795
"lamtor4",1
"lamtor5",1
"lancl1",0.921353828954723
"lancl2",0.871573152337858
"lap3",0.336319526627219
"laptm4a",0.966955401860243
"laptm4b",1
"large",0.861522340846184
"larp1",0.997936012485369
"larp1b",0.981022653721683
"larp4",0.715308163265306
"larp4b",0.850251133272892
"larp7",0.896478507164279
"lars",0.988960953555281
"lars2",0.798927710843373
"las1l",0.735118165784832
"lasp1",0.903615287428932
"lats1",0.981022653721683
"lats2",0.979250109505037
"lbhd1",0.983524460585345
"lbp",0.917894400928344
"lbr",0.848067374250115
"lcat",0.105843575418994
"lclat1",0.816168868466399
"lcmt1",0.754146222583266
"lcmt2",1
"lcn2",0.871573152337858
"lcor",0.609374269005848
"lcorl",1
"lcp1",0.923294346978557
"ldah",1
"ldb1",1
"ldha",1
"ldhd",1
"ldlr",0.105843575418994
"ldlrad3",1
"ldlrap1",0.983742274542779
"leap2",1
"lect1",1
"lect2",0.948767165720186
"lemd2",1
"lemd3",0.945084957131723
"leng1",0.703191940615058
"leng8",0.366359116022099
"leng9",1
"leo1",1
"leprot",1
"leprotl1",1
"letm1",1
"letmd1",0.966955401860243
"lgals1",0.991896915584416
"lgals3bp",1
"lgals4",0.973779981965735
"lgals8",1
"lgals9",1
"lgalsl",0.993121635296499
"lgmn",0.532191011235955
"lgr4",1
"lgr5",0.817078167115903
"lhpp",0.871573152337858
"lias",0.934351112302332
"lifr",0.871573152337858
"lig3",1
"lig4",0.861522340846184
"lima1",0.935417667467307
"limd1",0.870491891891892
"limd2",0.983524460585345
"lims1",0.896006854009596
"lims2",0.883134741442098
"lin37",1
"lin52",1
"lin54",0.966955401860243
"lin7a",0.683508455467869
"lin7c",1
"lin9",1
"lingo4",0.816168868466399
"lins1",0.893367097450227
"lipa",0.87529955290611
"lipc",0.813085243974133
"lipe",1
"lipg",0.865250393700787
"lipo1",0.933704847007853
"lipt1",0.994570459081836
"lipt2",1
"litaf",1
"llgl1",1
"llgl2",1
"llph",1
"lman1",1
"lman2",1
"lman2l",1
"lmbr1",0.939594332196274
"lmbr1l",0.81100594530321
"lmbrd1",0.303621794871795
"lmbrd2",1
"lmf1",1
"lmf2",0.79109271054494
"lmna",0.910753827311696
"lmnb2",0.940616671021688
"lmo4",1
"lmo7",0.961536338999754
"lmtk2",1
"lncpint",0.997936012485369
"lnp",0.648342205323194
"lnx2",0.799831134564644
"lonp1",0.271627240143369
"lonp2",0.813085243974133
"lonrf1",0.752198511166253
"lonrf3",0.816548827059465
"loxl4",1
"lpar6",1
"lpcat3",1
"lpgat1",0.939594332196274
"lpin1",0.779727075812274
"lpin2",1
"lpl",0
"lpp",0.950435956200662
"lppos",1
"lrba",1
"lrch1",0.914556615017878
"lrch3",0.973779981965735
"lrfn3",0.921353828954723
"lrg1",0.464155902004454
"lrif1",1
"lrig1",1
"lrig2",1
"lrig3",1
"lrit1",0.936973145440043
"lrit2",0.844389972144847
"lrp1",0.957012253063266
"lrp10",1
"lrp11",1
"lrp12",1
"lrp3",0.614609308885755
"lrp4",0.903615287428932
"lrp5",1
"lrp6",1
"lrpap1",0.861181818181818
"lrpprc",0.857100387763895
"lrrc14",0.84403981042654
"lrrc16a",0.857100387763895
"lrrc24",0.623736625514403
"lrrc28",1
"lrrc3",0.817078167115903
"lrrc40",1
"lrrc41",0
"lrrc42",0.816548827059465
"lrrc45",0.968400468933177
"lrrc47",0.858971770744226
"lrrc56",0.977939299955693
"lrrc57",1
"lrrc58",0.971701471941122
"lrrc59",1
"lrrc61",1
"lrrc8a",1
"lrrc8d",0.464155902004454
"lrrfip1",1
"lrrfip2",1
"lrrk1",0.861522340846184
"lrsam1",1
"lrtm1",0.939594332196274
"lsg1",0.867585909980431
"lsm1",1
"lsm10",1
"lsm11",0.739436253252385
"lsm12",1
"lsm14a",0.735118165784832
"lsm14b",0.177065420560748
"lsm2",0.979099823321555
"lsm3",1
"lsm4",1
"lsm5",1
"lsm6",1
"lsm7",1
"lsm8",0.86047068538398
"lsr",0.303621794871795
"lss",1
"lta4h",1
"ltbr",0.998703875968992
"ltn1",0.971701471941122
"ltv1",0.769025830258303
"luc7l",0.981022653721683
"luc7l2",0.784345467523198
"luc7l3",1
"lurap1l",1
"luzp1",0.903615287428932
"ly6a",1
"ly6e",1
"ly75",0.973779981965735
"ly96",0.900440349175558
"lyar",1
"lyn",0.801883765003159
"lypla1",0.797588681849551
"lypla2",0.816548827059465
"lyplal1",0.961130908191042
"lyrm1",1
"lyrm2",0.980675946063506
"lyrm4",0.972143671607754
"lyrm5",0.966955401860243
"lyrm7",0.919241748942172
"lyrm9",1
"lysmd1",0.977939299955693
"lysmd3",1
"lysmd4",1
"lyst",0.981022653721683
"lyz2",0.979751691032075
"lzic",1
"lztfl1",1
"lztr1",0.861181818181818
"lzts2",0.945084957131723
"m6pr",0.964066371681416
"macf1",0.934351112302332
"macrod1",0.769025830258303
"macrod2",0.859734453781513
"mad1l1",1
"mad2l1",0.770498184458969
"mad2l1bp",1
"mad2l2",1
"madd",0.983742274542779
"maea",1
"maf",1
"maf1",0.988452712533777
"mafb",1
"mafg",0.970232774674115
"mafk",1
"maged1",1
"maged2",0.96672705078125
"magee1",1
"mageh1",1
"magi1",0.896006854009596
"magi3",0.977939299955693
"magix",0.936973145440043
"magoh",0.991896915584416
"magohb",1
"magt1",1
"mak16",1
"mal2",0.919022388059701
"malat1",1
"malsu1",1
"maml1",0.994570459081836
"man1a",0.648342205323194
"man1a2",1
"man1b1",0.997936012485369
"man2a1",1
"man2a2",1
"man2b1",0.84403981042654
"man2b2",0.507830927835052
"man2c1",0.966955401860243
"manba",0.924451344607707
"manbal",0.271627240143369
"manea",0.968400468933177
"manf",1
"maoa",0.948767165720186
"maob",1
"map1lc3a",0.390639175257732
"map1lc3b",1
"map1s",1
"map2k1",1
"map2k2",1
"map2k3",1
"map2k4",0.972143671607754
"map2k5",0.735118165784832
"map2k6",0.858971770744226
"map2k7",0.728692307692308
"map3k1",1
"map3k10",0.883134741442098
"map3k11",0.861181818181818
"map3k2",1
"map3k4",0.853274158285964
"map3k5",0.820216996258685
"map3k7",1
"map4",0.81100594530321
"map4k2",0.912785305630834
"map4k3",0.928623767798467
"map4k4",1
"map4k5",0.801883765003159
"map7",1
"map7d1",1
"mapk1",0.851600356030263
"mapk14",0.413868932038835
"mapk15",0.983524460585345
"mapk1ip1",0.885769450392577
"mapk1ip1l",1
"mapk3",1
"mapk6",0.934351112302332
"mapk8",0.934351112302332
"mapk8ip3",0.988418196994992
"mapk9",0.973779981965735
"mapkap1",0.961130908191042
"mapkapk2",0.821561078794289
"mapre1",0.816548827059465
"mapre2",1
"mapre3",1
"marc1",0.827084263959391
"marc2",0.722281524926686
"march2",0.730062030075188
"march5",1
"march6",0.86047068538398
"march7",0.914556615017878
"march8",1
"marf1",1
"mark2",1
"mark3",0.993121635296499
"mark4",0.769025830258303
"mars",0.84421669793621
"mars2",0.816168868466399
"marveld1",0.754146222583266
"marveld2",1
"masp2",1
"mast2",0.81100594530321
"mast3",0.969433177570094
"mast4",0.979099823321555
"mat1a",0.977939299955693
"mat2a",0.896478507164279
"mat2b",0.905831729276622
"matr3",1
"mau2",1
"mavs",1
"max",1
"maz",0.885769450392577
"mb21d2",1
"mbd1",0.84224569789675
"mbd2",1
"mbd3",0.968400468933177
"mbd5",0.844389972144847
"mbd6",0.993551537070524
"mbip",0.609374269005848
"mbl1",1
"mbl2",1
"mblac2",1
"mbnl1",0.824603041426324
"mbnl2",0.991896915584416
"mboat7",0.961130908191042
"mbtd1",0.955859939759036
"mbtps1",1
"mbtps2",1
"mcat",0.443700234192037
"mcc",0.614609308885755
"mccc1",0.728692307692308
"mccc2",0.912785305630834
"mcee",1
"mcfd2",0.923294346978557
"mcl1",0.627350993377483
"mcm10",1
"mcm3ap",0
"mcm4",1
"mcm6",1
"mcm7",0.683508455467869
"mcmbp",0.970232774674115
"mcoln1",0.57028093645485
"mcrs1",1
"mctp2",0.851505617977528
"mcts1",1
"mcts2",1
"mcu",0.903615287428932
"mcur1",1
"mdc1",0.81100594530321
"mdfic",0.233901234567901
"mdh1",1
"mdh2",1
"mdm2",1
"mdm4",0.919241748942172
"mdn1",1
"mdp1",0.588385093167702
"me1",0.67586421173763
"mea1",1
"meaf6",0.972143671607754
"mecp2",1
"mecr",1
"med1",1
"med10",0.997936012485369
"med11",0.893741241762053
"med12",0.829064147190453
"med12l",0.588385093167702
"med13",0.968400468933177
"med13l",0.857100387763895
"med14",1
"med15",1
"med16",1
"med17",0.899826400262037
"med19",0.896478507164279
"med20",1
"med21",1
"med22",0.507830927835052
"med23",0.366359116022099
"med24",0.997936012485369
"med25",1
"med26",0.973779981965735
"med27",1
"med28",1
"med29",1
"med30",0.983524460585345
"med31",0.861181818181818
"med4",0.975631661794468
"med6",0.990818293683347
"med7",1
"med8",0.912785305630834
"med9",0.817078167115903
"mef2a",0.858971770744226
"mef2d",1
"megf8",1
"megf9",1
"meiob",0.829064147190453
"meis1",0.336319526627219
"meis2",0.935417667467307
"memo1",1
"men1",0.57028093645485
"mepce",0.985033123689727
"mertk",0.816548827059465
"mesdc1",1
"mesdc2",0.971701471941122
"met",0.905831729276622
"metap1",1
"metap1d",0.805964241676942
"metap2",1
"metrn",1
"mettl1",1
"mettl10",1
"mettl13",0.981022653721683
"mettl14",0.797588681849551
"mettl15",0.67586421173763
"mettl16",1
"mettl17",0.834217221135029
"mettl18",1
"mettl2",0.857100387763895
"mettl20",0.816548827059465
"mettl21a",1
"mettl22",1
"mettl23",1
"mettl3",0.924451344607707
"mettl5",1
"mettl6",0.817078167115903
"mettl7a1",0.484759061833689
"mettl7a2",1
"mettl7b",0.390639175257732
"mettl8",1
"mettl9",0.735118165784832
"mex3c",1
"mex3d",0.413868932038835
"mfap1a",1
"mfap1b",1
"mfap3",0.988452712533777
"mff",1
"mfge8",1
"mfhas1",1
"mfn1",0.829064147190453
"mfn2",0.835717886572952
"mfsd1",1
"mfsd11",0.925342715231788
"mfsd12",0.979175280404662
"mfsd2a",1
"mfsd3",0.105843575418994
"mfsd4",1
"mfsd5",1
"mfsd6",1
"mfsd7b",0.656544554455446
"mfsd8",1
"mga",0.105843575418994
"mgam",1
"mgat1",1
"mgat2",1
"mgat4b",0.602827272727273
"mgat5",0.858992372881356
"mgea5",0.931095845777899
"mgll",0.977939299955693
"mgme1",0.971701471941122
"mgmt",1
"mgrn1",1
"mgst1",1
"mgst3",1
"mia2",1
"mia3",0.898599668325041
"mib1",0.801883765003159
"mib2",1
"mical2",1
"mical3",0.899826400262037
"micall1",0.983742274542779
"micu1",0.532191011235955
"micu2",1
"micu3",1
"mid1ip1",0.921353828954723
"mid2",1
"midn",0.884238060781476
"mief1",0.834217221135029
"mief2",0.5759584
"mien1",1
"mier1",1
"mier2",1
"mier3",1
"mif",1
"mif4gd",1
"miip",0.966955401860243
"mina",1
"mink1",0.981022653721683
"minos1",1
"minpp1",0.871414334994251
"mios",0.896478507164279
"mipep",1
"mipol1",0.656544554455446
"mis12",1
"mis18a",0.547176895306859
"mitd1",1
"mitf",1
"mkks",1
"mkl1",0.950435956200662
"mkl2",0.858992372881356
"mkln1",0.547176895306859
"mknk1",1
"mknk2",0.870491891891892
"mkrn1",1
"mkrn2",0.954458438287154
"mkrn2os",0.695641468682505
"mlec",1
"mlf2",1
"mlh1",1
"mlh3",1
"mlkl",1
"mllt1",1
"mllt10",0.799831134564644
"mllt3",1
"mllt4",0.893367097450227
"mllt6",0.979175280404662
"mlst8",1
"mlx",1
"mlxipl",1
"mlycd",0.797588681849551
"mmaa",1
"mmab",1
"mmachc",0.924451344607707
"mmadhc",0.920949143017701
"mmd",1
"mmd2",1
"mme",0.703191940615058
"mmgt1",0.908610767326733
"mmp14",1
"mmp15",0.413868932038835
"mmp19",0.798927710843373
"mms19",0.739436253252385
"mn1",1
"mnat1",1
"mnd1",0.896478507164279
"mnt",0.84224569789675
"mob1a",0.805964241676942
"mob1b",0.983742274542779
"mob2",0.366359116022099
"mob3b",1
"mob3c",0.939594332196274
"mob4",1
"mocos",0.850251133272892
"mocs1",0.821561078794289
"mocs2",1
"mocs3",0.971701471941122
"mogs",0.532191011235955
"mon1a",0.656544554455446
"mon1b",0.848067374250115
"mon2",1
"morc2a",1
"morc3",0
"morf4l1",1
"morf4l2",1
"morn2",1
"mospd1",1
"mospd2",0.921353828954723
"mospd3",0.988960953555281
"mov10",0.857100387763895
"mpc1",1
"mpc2",1
"mpdu1",0.271627240143369
"mpdz",1
"mpeg1",1
"mpg",1
"mphosph10",0.917894400928344
"mphosph6",1
"mphosph8",0.84421669793621
"mphosph9",0.970232774674115
"mpi",0.871414334994251
"mplkip",0.881209302325581
"mpnd",0.627350993377483
"mpp1",0.919241748942172
"mpp4",0.998703875968992
"mpp5",0.983742274542779
"mpp6",1
"mpp7",0.271627240143369
"mprip",0.912785305630834
"mpst",1
"mpv17",1
"mpv17l",1
"mpv17l2",0.850251133272892
"mpzl1",0.588385093167702
"mpzl2",0.105843575418994
"mpzl3",0.801561538461539
"mr1",0.912785305630834
"mrap",1
"mras",1
"mre11a",1
"mreg",1
"mrfap1",1
"mrgbp",0.86047068538398
"mri1",0.837593464680442
"mroh1",1
"mrpl1",0.988960953555281
"mrpl10",0.947791083462934
"mrpl11",0.912785305630834
"mrpl12",1
"mrpl13",1
"mrpl14",0.871573152337858
"mrpl15",1
"mrpl16",1
"mrpl17",0.981022653721683
"mrpl18",1
"mrpl19",0.961130908191042
"mrpl2",0.870491891891892
"mrpl20",1
"mrpl21",1
"mrpl22",1
"mrpl23",1
"mrpl24",1
"mrpl27",0.994570459081836
"mrpl28",1
"mrpl3",1
"mrpl30",1
"mrpl32",1
"mrpl33",1
"mrpl34",1
"mrpl35",1
"mrpl36",0.981022653721683
"mrpl37",0.637252263906856
"mrpl38",0.966955401860243
"mrpl39",1
"mrpl4",1
"mrpl40",1
"mrpl41",0.961536338999754
"mrpl42",0.896478507164279
"mrpl43",1
"mrpl44",1
"mrpl45",0.81100594530321
"mrpl46",0.837593464680442
"mrpl47",1
"mrpl48",1
"mrpl49",0.991896915584416
"mrpl50",1
"mrpl51",1
"mrpl52",1
"mrpl54",1
"mrpl55",1
"mrpl57",0.976816857206904
"mrpl9",1
"mrps10",1
"mrps11",1
"mrps12",1
"mrps14",1
"mrps15",1
"mrps16",1
"mrps17",1
"mrps18a",0.983742274542779
"mrps18b",1
"mrps18c",1
"mrps2",0.683508455467869
"mrps21",1
"mrps22",1
"mrps23",1
"mrps24",1
"mrps25",1
"mrps26",1
"mrps27",1
"mrps28",1
"mrps30",1
"mrps31",0.927244432224361
"mrps33",1
"mrps34",1
"mrps35",1
"mrps36",1
"mrps5",1
"mrps6",1
"mrps7",0.810152718387294
"mrps9",0.994570459081836
"mrrf",0.988960953555281
"mrs2",0.86047068538398
"mrto4",0.991896915584416
"msantd2",1
"msantd4",1
"msh2",0.924451344607707
"msh3",0.928623767798467
"msh6",0.801883765003159
"msi2",1
"msl1",0.769025830258303
"msl2",1
"msl3",1
"msmo1",1
"msra",0.892673699015471
"msrb1",1
"msrb2",0.921353828954723
"msrb3",1
"mst1",0.271627240143369
"msto1",0.798927710843373
"mt1",1
"mt2",1
"mta1",0.912785305630834
"mta2",1
"mta3",0.903615287428932
"mtap",0.303621794871795
"mtch1",0.977939299955693
"mtch2",1
"mtdh",1
"mterf1a",0.905831729276622
"mterf3",0.821561078794289
"mterf4",1
"mtf1",0.983524460585345
"mtf2",0.623736625514403
"mtfmt",0.993537716821299
"mtfp1",1
"mtfr1",1
"mtfr1l",1
"mtg1",0.908610767326733
"mtg2",1
"mthfd1",1
"mthfd2",0.919241748942172
"mthfd2l",0.942611617608752
